"","family","species","egg.type","sl","vol","clutch","latitude","basin","reduced_basin"
"Syngnathidae_Hippocampus_hippocampus","Syngnathidae","Hippocampus_hippocampus","demersal",15,2.144638293,865,"subtropical","Atlantic_Temperate","Atlantic"
"Syngnathidae_Hippocampus_kuda","Syngnathidae","Hippocampus_kuda","demersal",30,3.05359632,808,"tropical","Indo_Pacific","Pacific"
"Syngnathidae_Hippocampus_reidi","Syngnathidae","Hippocampus_reidi","demersal",17.5,0.90476928,886,"subtropical","Atlantic_Caribbean","Atlantic"
"Syngnathidae_Hippocampus_trimaculatus","Syngnathidae","Hippocampus_trimaculatus","demersal",22,0.38169954,1061,"tropical","Indo_Pacific","Pacific"
"Syngnathidae_Hippocampus_whitei","Syngnathidae","Hippocampus_whitei","demersal",8,3.05359632,175,"subtropical","Indo_Pacific","Pacific"
"Syngnathidae_Hippocampus_zosterae","Syngnathidae","Hippocampus_zosterae","demersal",5,1.150334553,69,"subtropical","Atlantic_Caribbean","Atlantic"
"Syngnathidae_Syngnathus_acus","Syngnathidae","Syngnathus_acus","demersal",48.5,8.479303609,24,"subtropical","Atlantic_Temperate","Atlantic"
"Syngnathidae_Syngnathus_rostellatus","Syngnathidae","Syngnathus_rostellatus","demersal",16.6,0.904778684,NA,"temperate","Atlantic_Temperate","Atlantic"
"Syngnathidae_Syngnathus_typhle","Syngnathidae","Syngnathus_typhle","demersal",34.2,2.806162188,33,"temperate","Atlantic_Temperate","Atlantic"
"Synodontidae_Synodus_intermedius","Synodontidae","Synodus_intermedius","pelagic",39.8,1.498330256,NA,"subtropical","Atlantic_Caribbean","Atlantic"
"Synodontidae_Synodus_lucioceps","Synodontidae","Synodus_lucioceps","pelagic",27,1.436740107,NA,"subtropical","Pacific_Temperate","Pacific"
"Synodontidae_Synodus_ulae","Synodontidae","Synodus_ulae","pelagic",30,0.588971291,NA,"tropical","Indo_Pacific","Pacific"
"Tetraodontidae_Canthigaster_rostrata","Tetraodontidae","Canthigaster_rostrata","egg.scatterer",10.1,0.143791819,1000,"tropical","Atlantic_Caribbean","Atlantic"
"Tetraodontidae_Canthigaster_valentini","Tetraodontidae","Canthigaster_valentini","egg.scatterer",8.65,0.17959438,1200,"tropical","Indo_Pacific","Pacific"
"Tetraodontidae_Sphoeroides_maculatus","Tetraodontidae","Sphoeroides_maculatus","egg.scatterer",17.6,0.356814196,167000,"temperate","Atlantic_Temperate","Atlantic"
"Tetrarogidae_Paracentropogon_rubripinnis","Tetrarogidae","Paracentropogon_rubripinnis","pelagic",9.3,0.369117069,NA,"tropical","Pacific_Temperate","Pacific"
